"","CNT","CNTSTUID","CNTSCHID","ST004D01T","ST001D01T","DISCLIM","ANXMAT","ICTRES","ESCS","PV1MATH","ST259Q01JA","ICTSCH","ICTHOME","ICTQUAL","W_FSTUWT","SCHSEL","SCHLTYPE","W_SCHGRNRABWT"
"29999","USA",84001159,84000130,2,10,1.5567,0.4252,0.9758,0.6016,643.996,7,0.4062,0.3346,-0.7626,594.0437,2,3,51.25183
"30000","USA",84001162,84000098,2,10,-0.5195,0.3729,0.2657,-0.9729,522.515,4,0.4062,0.3346,-0.4686,782.9034,1,3,53.88911
"30001","USA",84001163,84000106,1,11,-0.0787,0.7889,-0.3003,-0.8086,482.894,8,0.4062,0.3346,2.8889,1315.242,1,3,611.1804
"30002","USA",84001165,84000004,1,10,0.1777,-0.5191,-0.132,0.831,478.831,10,-0.7291,0.3346,-0.5716,423.6999,2,3,36.4287
"30003","USA",84001167,84000050,2,10,1.7598,0.4252,-0.3595,-1.0037,410.138,5,0.4062,0.3346,-0.5214,638.7462,3,3,41.68296
"30004","USA",84001168,84000096,2,11,1.6396,-0.9979,0.183,-0.6976,471.644,7,0.4062,0.3346,2.3125,598.3257,3,3,22.75198
"30005","USA",84001169,84000083,2,10,-2.4388,2.5429,-1.3073,-0.4106,314.034,8,0.4062,0.2835,-0.4138,604.522,1,3,132.5949
"30006","USA",84001170,84000089,1,10,-0.9964,0.8251,-0.2768,-0.1133,391.709,8,0.4062,0.3346,0.3623,720.7121,2,3,79.33955
"30007","USA",84001173,84000143,1,10,1.0761,1.5426,-1.8558,-1.5859,370.848,NA,NA,NA,NA,519.7552,1,3,21.06513
"30008","USA",84001174,84000035,1,9,1.1487,1.2595,0.5029,0.1385,432.671,8,-1.82,-1.5118,0.3623,586.0391,NA,3,52.57737
"30009","USA",84001175,84000034,2,10,-1.8664,-2.3868,0.9135,0.8844,483.15,9,0.4062,0.3346,-0.6136,594.5036,1,3,28.56055
"30010","USA",84001176,84000071,1,10,0.6947,NA,0.1597,-0.24,328.675,6,0.4062,0.3346,1.8683,919.9075,3,3,104.3427
"30011","USA",84001184,84000126,2,11,NA,NA,NA,NA,546.748,NA,NA,NA,NA,915.3899,1,3,346.2167
"30012","USA",84001185,84000062,2,10,-0.1006,-0.2885,0.8945,1.1124,365.168,9,0.4062,0.3346,0.3623,1217.909,2,3,774.5436
"30013","USA",84001188,84000077,1,10,0.3521,0.1932,1.1343,0.8323,412.525,10,NA,NA,NA,996.4446,NA,3,62.10362
"30014","USA",84001189,84000061,2,10,NA,NA,NA,NA,480.058,NA,NA,NA,NA,681.5368,1,3,182.5717
"30015","USA",84001190,84000156,2,10,1.775,-2.3558,-0.9816,-1.036,344.668,5,NA,NA,NA,752.6338,1,3,75.19573
"30016","USA",84001191,84000007,1,10,-0.322,0.4067,0.5383,1.0459,508.809,9,-0.7291,-1.5118,-0.2138,683.6347,1,3,61.84936
"30017","USA",84001196,84000069,1,10,-0.0902,-2.3945,0.9311,0.288,532.323,7,0.4062,0.3346,1.3117,684.1351,NA,3,57.38374
"30018","USA",84001198,84000142,2,10,-0.2938,-0.2758,0.2028,-0.616,430.05,10,0.4062,0.3346,0.9323,913.581,1,3,41.18849
"30019","USA",84001199,84000131,1,11,0.7029,1.2587,0.8142,0.9376,615.97,8,-0.7291,0.3346,0.235,871.0948,3,3,154.3011
"30020","USA",84001200,84000071,1,8,-0.2865,-0.2704,0.5327,0.3875,339.558,8,0.4062,0.3346,0.0498,919.9075,3,3,104.3427
"30021","USA",84001202,84000025,1,10,0.1765,-0.3744,0.232,1.3134,614.459,9,0.4062,0.3346,1.2816,867.9743,2,3,59.32354
"30022","USA",84001204,84000100,1,10,1.8153,0.3378,1.3547,1.1065,296.744,10,0.4062,0.3346,0.1515,817.0923,2,3,67.04198
"30023","USA",84001206,84000154,1,10,-0.3243,0.1931,0.7863,-1.1478,422.112,10,-0.7291,0.3346,0.3623,671.4904,2,3,47.56474
"30024","USA",84001208,84000051,2,10,-0.1361,-0.0575,-0.3404,-0.4776,399.226,NA,NA,NA,NA,549.6742,2,3,37.99196
"30025","USA",84001209,84000035,2,10,-0.84,0.905,-0.3003,-1.4491,543.624,5,0.4062,0.3346,0.3623,588.6187,NA,3,52.57737
"30026","USA",84001210,84000032,1,10,0.6461,0.7774,0.6816,0.6569,399.464,10,0.4062,0.3346,1.3567,537.6039,1,3,53.62562
"30027","USA",84001215,84000055,1,10,1.8365,0.5653,0.1597,-0.302,413.286,9,0.4062,0.3346,1.3567,940.716,NA,NA,596.956
"30028","USA",84001218,84000085,2,10,-1.176,-2.249,0.5439,1.0943,451.896,5,0.4062,0.3346,0.3623,794.4479,2,3,79.76182
"30029","USA",84001219,84000094,1,9,1.5567,-2.2573,-0.5198,-1.9326,490.598,8,0.4062,0.3346,0.3935,487.9839,2,3,324.8993
"30030","USA",84001220,84000096,1,10,-0.9796,0.4091,-0.7654,0.4236,440.165,7,-1.1809,-1.5118,-0.5367,877.4436,3,3,22.75198
"30031","USA",84001222,84000110,2,10,-0.1219,1.2587,-0.6045,-0.4515,269.755,8,0.4062,0.3346,-0.2665,690.442,3,3,47.47106
"30032","USA",84001223,84000062,2,9,0.4277,0.3025,0.9688,0.4936,452.039,7,0.4062,0.3346,0.1515,1217.909,2,3,774.5436
"30033","USA",84001224,84000150,1,10,0.2139,0.4252,0.9686,0.4755,440.551,8,-0.1945,0.3346,0.0262,578.5244,3,3,151.6197
"30034","USA",84001225,84000068,2,10,-0.1126,0.6647,0.1891,0.4499,445.737,5,0.4062,-3.8344,2.8889,843.5551,1,3,54.00807
"30035","USA",84001226,84000103,1,11,-0.0611,0.133,-0.1622,1.0097,623.548,7,-0.7291,-1.1402,-0.2421,438.5854,NA,3,29.64337
"30036","USA",84001228,84000101,1,10,-0.0691,-0.2704,-0.1527,-0.5102,386.527,5,0.4062,0.3346,0.9323,584.2659,1,3,168.3378
"30037","USA",84001231,84000002,1,11,0.8065,2.635,-0.102,-0.3396,558.111,6,0.4062,0.3346,0.9323,602.6578,1,3,43.47253
"30038","USA",84001232,84000011,1,10,-0.3364,0.602,0.318,0.9678,555.813,7,0.4062,0.3346,-0.2745,917.1685,1,3,62.73639
"30039","USA",84001234,84000044,2,10,-0.5502,-0.3744,1.5906,1.5682,530.171,8,0.4062,0.3346,0.1515,855.0621,1,3,64.20559
"30040","USA",84001236,84000110,2,9,NA,NA,3.2153,1.3435,375.542,6,NA,0.2835,-0.9436,690.442,3,3,47.47106
"30041","USA",84001237,84000091,2,10,-0.8435,-2.3558,5.1744,1.2376,569.005,5,0.4062,-0.8037,0.3623,1086.259,NA,3,340.1453
"30042","USA",84001240,84000118,2,10,-0.0611,0.6647,1.0409,0.3102,404.251,8,0.4062,0.3346,0.3623,822.2078,1,3,75.99907
"30043","USA",84001242,84000089,2,10,-0.0968,-2.382,2.7358,-0.0481,333.668,6,0.4062,0.3346,0.0742,652.6496,2,3,79.33955
"30044","USA",84001243,84000154,2,10,NA,NA,NA,NA,470.175,NA,NA,NA,NA,836.7404,2,3,47.56474
"30045","USA",84001246,84000054,1,10,-1.0233,0.8918,-0.3003,-0.5527,409.113,8,0.4062,0.3346,0.9323,497.1649,3,3,92.62608
"30046","USA",84001250,84000037,2,10,-0.3664,-2.3558,0.9968,1.0805,532.259,6,0.4062,0.3346,-0.2853,977.3989,2,3,52.31443
"30047","USA",84001251,84000097,1,10,-0.4735,0.7889,-0.3302,0.2837,537.553,6,0.4062,0.3346,-0.2686,857.0239,1,3,611.1804
"30048","USA",84001253,84000151,1,9,0.7331,-1.299,0.27,-0.9197,525.257,7,0.4062,0.3346,0.3623,943.1797,1,3,611.1804
"30049","USA",84001254,84000051,2,10,1.7598,-0.2045,0.7159,0.4415,557.146,7,0.4062,0.3346,0.3623,694.0331,2,3,37.99196
"30050","USA",84001256,84000039,1,10,0.9297,0.1031,0.2412,-0.7251,463.376,6,-1.6094,0.3346,0.038,1640.961,1,3,1222.361
"30051","USA",84001257,84000156,2,11,1.6491,0.7774,1.4098,0.6284,282.659,7,0.4062,0.3346,0.3623,726.0654,1,3,75.19573
"30052","USA",84001260,84000021,2,10,0.3894,0.1931,-0.3032,0.5437,365.384,6,0.4062,0.3346,0.3623,894.287,1,3,98.21418
"30053","USA",84001261,84000107,2,10,-0.1354,-0.1172,0.8511,0.979,555.558,9,0.4062,0.3346,-0.4272,474.3981,2,3,32.67734
"30054","USA",84001262,84000066,1,10,-0.3312,1.0508,1.0229,-1.0236,457.502,4,0.4062,0.3346,1.6282,870.0235,NA,3,62.60045
"30055","USA",84001263,84000036,2,10,0.4967,1.0508,0.1891,-0.0358,466.199,6,0.4062,0.3346,0.3623,975.3854,1,3,221.3916
"30056","USA",84001264,84000003,2,10,-0.6931,-0.5191,-1.6413,-2.7209,328.158,10,0.4062,0.3346,0.3623,561.7039,1,3,69.4691
"30057","USA",84001266,84000041,1,10,0.1997,2.635,0.2325,0.6123,519.811,6,0.4062,0.3346,0.1093,705.9021,1,3,28.5189
"30058","USA",84001267,84000028,2,10,0.1751,1.0508,-0.0998,-0.9408,433.4,8,0.4062,0.3346,2.8889,1094.958,1,3,499.4539
"30059","USA",84001268,84000015,2,9,-0.8553,NA,-0.6785,-0.3015,448.688,7,0.1606,NA,NA,656.7302,3,3,71.80888
"30060","USA",84001271,84000083,1,10,-0.0968,1.0161,0.7159,1.489,504.25,8,0.4062,0.3346,0.038,528.525,1,3,132.5949
"30061","USA",84001272,84000099,1,9,1.8365,1.1417,-0.4482,-1.8072,387.349,5,0.4062,0.3346,0.3625,674.5685,1,3,41.60362
"30062","USA",84001274,84000045,1,10,0.7852,-0.4577,-0.132,-0.6928,442.486,5,0.4062,0.3346,NA,738.2497,2,3,470.4934
"30063","USA",84001277,84000070,2,9,0.4571,0.4627,1.247,-0.9254,383.521,NA,NA,NA,NA,523.3733,1,3,33.47618
"30064","USA",84001278,84000013,1,10,1.6526,0.133,1.1343,1.0067,470.272,8,0.4062,0.3346,-2.8028,939.5268,1,3,51.18338
"30065","USA",84001283,84000096,1,11,0.0585,0.602,-0.9079,-0.0279,418.971,7,0.4062,0.3346,-0.0508,559.542,3,3,22.75198
"30066","USA",84001284,84000039,2,10,-0.322,-1.6625,-0.0287,-0.1485,607.28,8,0.4062,0.3346,0.2489,1644.964,1,3,1222.361
"30067","USA",84001287,84000050,2,11,-1.0078,0.429,1.4757,0.5885,389.076,8,0.4062,0.3346,0.1515,700.6928,3,3,41.68296
"30068","USA",84001291,84000106,2,10,0.7029,-0.638,-0.0136,-0.5427,455.691,8,0.4062,0.3346,0.0386,884.231,1,3,611.1804
"30069","USA",84001292,84000086,1,11,0.6461,0.6647,-0.3295,-0.0695,416.136,4,0.4062,0.3346,2.8889,895.9315,3,3,75.65009
"30070","USA",84001294,84000144,1,10,-2.3859,-0.508,1.002,0.9932,617.865,7,0.4062,0.3346,-0.4088,550.6528,1,3,55.46948
"30071","USA",84001295,84000042,2,10,1.1182,1.9159,-0.9479,-0.2372,476.109,NA,NA,NA,NA,905.6657,1,3,158.1877
"30072","USA",84001296,84000077,2,10,0.801,NA,0.1592,0.5812,485.237,7,NA,NA,NA,884.0386,NA,3,62.10362
"30073","USA",84001297,84000014,2,10,-0.3608,2.6149,0.0255,-0.1284,435.624,7,0.4062,-1.8457,-0.1111,965.3955,1,3,619.1952
"30074","USA",84001299,84000078,2,10,0.0968,-1.299,2.4238,-1.5479,327.088,7,0.4062,0.3346,2.8889,884.4799,NA,3,105.7861
"30075","USA",84001300,84000036,1,10,0.3658,-0.5191,0.4042,1.0776,448.488,8,0.4062,0.3346,0.1515,932.9773,1,3,221.3916
"30076","USA",84001302,84000118,1,11,1.8286,0.4252,-0.1177,0.9807,469.07,7,0.4062,-1.1402,-0.2087,839.2572,1,3,75.99907
"30077","USA",84001303,84000157,2,11,1.831,-1.1715,0.8693,-0.3904,410.673,6,-1.6094,-1.1402,-0.153,619.3579,2,3,52.87446
"30078","USA",84001304,84000157,2,10,0.3894,-0.0423,-0.651,0.3869,610.065,7,0.4062,0.3346,0.6641,615.4963,2,3,52.87446
"30079","USA",84001305,84000153,2,10,1.1687,0.051,1.4983,1.4838,361.724,NA,NA,NA,NA,848.9622,1,3,86.55417
"30080","USA",84001308,84000094,1,10,1.1487,0.133,-0.8321,-1.5408,417.765,8,0.4062,0.3346,-0.1177,487.9839,2,3,324.8993
"30081","USA",84001314,84000014,1,10,0.3847,-0.2885,0.1106,-0.7556,520.104,6,-1.6094,-1.1402,0.2297,1100.551,1,3,619.1952
"30082","USA",84001316,84000109,1,10,1.831,-0.2704,2.4008,0.8364,264.507,10,0.4062,0.3346,-0.3303,799.6732,2,3,105.4554
"30083","USA",84001318,84000134,2,11,0.4522,-0.8097,-0.3588,0.5766,489.234,8,0.4062,0.3346,1.1308,613.165,3,3,51.49458
"30084","USA",84001327,84000115,2,10,1.6289,-0.9979,0.1713,-0.0701,346.483,10,0.4062,0.3346,0.8242,670.8058,3,3,176.0238
"30085","USA",84001330,84000007,1,10,0.488,0.1931,-0.0877,1.0571,587.118,8,0.4062,0.3346,1.7537,683.6347,1,3,61.84936
"30086","USA",84001333,84000146,2,10,0.6947,-2.3945,0.1106,1.2992,772.782,7,-0.7291,0.3346,0.9993,471.0894,NA,3,40.8485
"30087","USA",84001334,84000158,2,11,1.1526,-0.5191,2.1042,1.1631,538.107,7,0.4062,0.3346,-0.6988,792.3491,NA,3,105.4585
"30088","USA",84001335,84000127,2,10,-0.808,0.7889,0.2546,0.2975,410.329,7,0.4062,0.263,-0.9301,835.1373,3,3,61.92388
"30089","USA",84001336,84000054,1,10,-0.6963,0.3378,-0.6709,-0.1791,471.942,5,-2.2978,-2.2168,0.3623,497.1649,3,3,92.62608
"30090","USA",84001337,84000106,1,10,-0.9727,2.635,-1.0243,-0.328,481.784,5,0.4062,0.3346,-0.0508,867.8157,1,3,611.1804
"30091","USA",84001338,84000040,1,11,-0.33,2.6109,1.5532,0.2641,359.302,9,0.4062,0.3346,0.3623,783.1994,1,3,31.8776
"30092","USA",84001339,84000123,1,11,1.0989,-1.2286,0.4207,-1.1555,449.791,6,-0.7291,-1.1402,0.1515,682.2694,1,3,151.9679
"30093","USA",84001340,84000115,1,10,-0.1361,NA,-0.8421,-0.1394,348.674,8,NA,NA,NA,642.6207,3,3,176.0238
"30094","USA",84001342,84000157,2,10,0.7097,-0.4577,1.5532,0.7762,381.919,8,0.4062,0.3346,0.9323,615.4963,2,3,52.87446
"30095","USA",84001346,84000076,2,10,NA,NA,0.5153,NA,488.808,3,0.4062,0.3346,-0.191,752.4463,2,3,22.27716
"30096","USA",84001347,84000084,2,10,-1.0423,1.0161,-1.5024,-1.5778,514.713,5,0.4062,0.3346,-0.8157,707.707,1,3,83.46726
"30097","USA",84001348,84000143,2,10,1.8242,-0.2704,2.4675,0.1157,275.028,9,0.4062,0.3346,0.3623,567.7518,1,3,21.06513
"30098","USA",84001349,84000014,2,10,1.7678,NA,-0.9827,0.1074,398.769,NA,NA,NA,NA,965.3955,1,3,619.1952
"30099","USA",84001351,84000131,2,11,1.1855,-2.3945,-0.651,-0.7772,655.293,4,0.4062,0.3346,-0.6522,768.0588,3,3,154.3011
"30100","USA",84001352,84000009,2,10,0.7793,-0.5191,0.7159,1.2394,620.738,8,0.4062,0.3346,0.3623,735.1987,3,3,48.24697
"30101","USA",84001354,84000057,2,10,1.6396,-2.3558,-0.0826,-1.616,479.367,6,0.4062,0.3346,-0.153,425.6052,3,3,36.13301
"30102","USA",84001356,84000022,2,11,0.4029,1.9159,0.9841,0.6606,539.843,8,-0.7291,0.3346,0.1515,1044.743,2,3,186.9993
"30103","USA",84001357,84000126,1,10,NA,NA,NA,NA,417.24,NA,NA,NA,NA,1190.131,1,3,346.2167
"30104","USA",84001359,84000054,2,10,1.1487,-2.249,-0.2027,-0.0309,445.689,8,0.4062,0.3346,0.3623,517.2882,3,3,92.62608
"30105","USA",84001361,84000133,2,10,0.1614,-0.5006,1.0738,0.4182,489.868,6,-0.7291,0.3346,0.3623,1869.569,3,1,682.2355
"30106","USA",84001364,84000003,2,10,-0.0724,0.3025,0.3311,0.5488,443.685,7,-0.7291,0.3346,0.0262,561.7039,1,3,69.4691
"30107","USA",84001368,84000058,2,9,0.7711,-0.6243,0.4003,0.3056,450.193,NA,NA,NA,NA,618.1047,1,3,123.8478
"30108","USA",84001370,84000118,1,10,-1.1526,-0.2704,0.2473,-0.8132,582.926,4,0.4062,0.3346,-0.2001,881.215,1,3,75.99907
"30109","USA",84001371,84000066,2,10,-0.3586,-2.3755,-0.3391,0.5094,564.077,6,-3.5298,-3.8364,-0.4963,843.1102,NA,3,62.60045
"30110","USA",84001372,84000006,1,10,0.7029,0.133,-1.3707,-0.2108,434.957,7,0.4062,NA,0.3623,1016.773,3,3,67.76434
"30111","USA",84001373,84000025,2,10,0.2139,-0.9877,1.2139,1.2479,593.015,9,0.4062,0.3346,0.9323,861.4836,2,3,59.32354
"30112","USA",84001376,84000106,1,10,0.0585,-0.9877,0.0655,0.0449,552.717,7,-0.7291,0.3346,0.3623,867.8157,1,3,611.1804
"30113","USA",84001377,84000103,2,10,0.1325,1.1606,-0.8421,-0.634,446.617,7,-1.713,-1.5118,-0.7187,549.4401,NA,3,29.64337
"30114","USA",84001378,84000154,2,10,-0.0522,0.602,0.0135,0.0163,470.375,7,0.4062,0.3346,0.3623,836.7404,2,3,47.56474
"30115","USA",84001379,84000061,2,11,NA,NA,NA,NA,475.628,NA,NA,NA,NA,709.0096,1,3,182.5717
"30116","USA",84001380,84000147,2,10,-0.2771,0.051,0.034,1.3538,768.988,3,0.4062,0.3346,1.1456,1890.195,1,3,118.1343
"30117","USA",84001383,84000052,2,10,-0.8063,NA,-0.3278,0.9208,474.163,9,0.4062,0.3346,0.4519,712.6043,3,3,68.60323
"30118","USA",84001384,84000013,2,10,-0.0691,-2.3945,1.2943,1.0026,545.92,7,0.4062,0.3346,0.0282,788.0799,1,3,51.18338
"30119","USA",84001385,84000121,1,10,0.5807,-2.3945,0.232,0.9678,608.728,6,0.4062,0.3346,0.3623,619.6011,1,3,26.97426
"30120","USA",84001387,84000136,1,11,0.7852,0.6387,-0.651,-0.3811,584.487,7,-0.7291,-1.1402,0.1893,962.4665,1,3,48.57174
"30121","USA",84001388,84000075,1,10,0.165,0.3378,1.7864,0.7952,533.238,8,0.4062,0.3346,0.3623,776.2908,3,3,333.5633
"30122","USA",84001389,84000092,2,10,1.7777,-0.2704,1.7774,0.3659,596.537,4,0.4062,0.3346,0.1515,1432.356,3,1,258.7182
"30123","USA",84001398,84000079,1,10,NA,NA,NA,NA,391.797,NA,NA,NA,NA,834.6191,1,3,57.59606
"30124","USA",84001400,84000071,2,9,0.1295,1.5409,-0.102,0.1493,390.309,9,-0.0831,-6.3292,1.0431,792.6705,3,3,104.3427
"30125","USA",84001401,84000072,1,10,1.1855,0.133,-0.618,-0.1019,509.835,7,-0.7291,0.3346,-0.1479,742.905,1,3,59.32038
"30126","USA",84001402,84000108,1,11,0.2002,-0.508,-1.9018,-1.5781,370.121,NA,0.4062,0.3346,-0.2138,728.5331,3,3,424.8303
"30127","USA",84001403,84000030,2,10,1.6526,0.051,0.0811,0.2632,520.85,10,0.4062,0.3346,2.8889,837.0659,1,3,125.4649
"30128","USA",84001404,84000040,2,11,0.9993,-0.3794,0.0495,-0.1283,552.3,7,0.4062,0.3346,-0.7732,678.1436,1,3,31.8776
"30129","USA",84001406,84000024,1,9,1.7598,0.5653,-0.626,-2.9137,454.67,7,0.4062,0.3346,0.0342,868.3156,NA,3,47.55969
"30130","USA",84001407,84000009,1,10,-1.0078,1.4278,0.5166,-2.3914,436.75,8,0.4062,0.3346,-0.6501,797.1312,3,3,48.24697
"30131","USA",84001408,84000113,1,10,0.5807,-0.5006,0.9417,0.7045,389.64,NA,0.4062,0.3346,-0.1858,662.7367,1,3,40.87174
"30132","USA",84001409,84000031,1,10,-0.0504,1.0161,-0.6172,-0.0014,334.923,6,0.4062,0.3346,0.3623,713.6537,1,3,61.52378
"30133","USA",84001411,84000134,2,10,0.488,-0.3794,0.7159,0.8613,517.888,8,0.4062,0.3346,-0.2421,547.4675,3,3,51.49458
"30134","USA",84001414,84000115,2,10,0.4522,-0.5006,-1.2421,-3.0667,284.042,1,-0.7265,-1.3642,-0.2604,670.8058,3,3,176.0238
"30135","USA",84001415,84000088,1,10,NA,NA,NA,NA,394.17,NA,NA,NA,NA,671.3265,1,3,37.54003
"30136","USA",84001416,84000154,1,10,1.8372,-0.5006,-0.1622,-0.3695,405.488,10,0.4062,0.3346,0.3623,671.4904,2,3,47.56474
"30137","USA",84001417,84000159,2,11,-0.5252,-1.1715,0.0828,0.7853,535.342,8,0.4062,0.3346,1.6115,752.1197,2,3,424.8303
"30138","USA",84001418,84000078,2,10,-0.9971,-0.3794,-1.0164,-0.6975,388.634,9,0.4062,0.3346,0.3623,884.4799,NA,3,105.7861
"30139","USA",84001420,84000162,1,10,0.6533,-1.6654,0.2473,-0.7232,477.43,6,0.4062,0.3346,-2.8028,728.2187,1,3,51.29068
"30140","USA",84001426,84000155,1,10,0.488,0.2929,1.2264,-0.2224,351.868,5,0.4062,0.3346,-1.3675,1262.874,3,2,204.1901
"30141","USA",84001427,84000030,1,10,1.0086,-0.508,0.4484,0.7457,562.002,9,0.4062,0.3346,0.9175,717.3659,1,3,125.4649
"30142","USA",84001428,84000110,1,10,-1.0127,0.4067,-1.0153,-0.8741,383.718,7,0.305,0.3346,0.3623,726.7811,3,3,47.47106
"30143","USA",84001429,84000105,2,11,0.6318,0.3729,0.4042,1.1053,715.43,9,0.4062,0.3346,0.8394,719.3526,1,3,92.58068
"30144","USA",84001431,84000012,1,10,0.6318,0.602,-0.6723,-0.4547,324.608,10,-1.1102,0.3346,0.3623,670.317,1,3,333.5633
"30145","USA",84001432,84000121,2,10,1.5567,-1.299,0.7597,1.2,617.612,8,0.4062,0.3346,0.3623,588.8771,1,3,26.97426
"30146","USA",84001434,84000121,1,10,-0.6761,-0.4577,0.7641,1.0104,509.342,7,0.4062,0.3346,-0.0508,619.6011,1,3,26.97426
"30147","USA",84001437,84000029,1,10,0.9993,2.5078,1.6565,0.9162,332.879,7,0.4062,0.3346,-0.3358,898.1214,1,3,134.9815
"30148","USA",84001439,84000008,2,10,-2.4293,2.635,-0.5298,0.4009,188.352,10,0.4062,0.3346,2.8889,1138.511,NA,3,148.334
"30149","USA",84001443,84000065,2,10,-0.1499,0.3378,1.7404,-0.2014,568.88,6,0.4062,0.3346,0.3623,509.114,3,3,98.71634
"30150","USA",84001445,84000118,1,10,1.8491,0.7774,0.1891,0.8442,408.246,7,0.4062,0.3346,0.3623,881.215,1,3,75.99907
"30151","USA",84001447,84000100,1,10,0.3894,-0.755,-0.0073,-0.1862,575.625,8,NA,NA,NA,817.0923,2,3,67.04198
"30152","USA",84001448,84000106,2,10,-0.2863,-2.3868,-0.5891,0.0856,643.062,8,0.4062,0.3346,0.0262,884.231,1,3,611.1804
"30153","USA",84001449,84000128,1,10,0.2139,0.1931,-0.1177,-1.2381,554.643,4,-0.7291,-2.202,0.1169,613.9698,2,3,48.70446
"30154","USA",84001450,84000133,1,9,-0.3029,-0.3744,0.3019,-1.1873,360.817,8,0.4062,0.3346,0.0262,1712.691,3,1,682.2355
"30155","USA",84001453,84000089,1,9,-1.3376,0.544,1.0618,-1.8813,385.954,7,0.4062,0.3346,1.4687,720.7121,2,3,79.33955
"30156","USA",84001455,84000054,1,10,-0.3586,0.6566,-1.3704,-0.4034,595.54,NA,NA,NA,NA,393.7546,3,3,92.62608
"30157","USA",84001458,84000101,1,10,-0.5502,-2.3868,1.2039,0.6776,541.517,7,0.4062,0.3346,-0.4837,584.2659,1,3,168.3378
"30158","USA",84001459,84000069,2,11,0.6947,1.0161,-0.4482,-0.7402,469.1,7,0.4062,0.3456,-0.3833,949.3451,NA,3,57.38374
"30159","USA",84001460,84000020,1,11,-0.6732,0.602,1.6095,0.5207,501.171,6,0.4062,0.3346,-0.3303,848.6612,1,3,52.01091
"30160","USA",84001465,84000029,1,10,-0.6732,0.8251,0.0291,-0.2951,333.452,NA,NA,NA,NA,711.3121,1,3,134.9815
"30161","USA",84001466,84000143,1,10,-0.8237,-0.9877,0.0291,-2.1028,446.845,NA,NA,NA,NA,519.7552,1,3,21.06513
"30162","USA",84001468,84000024,1,11,1.1526,-0.5006,0.1952,0.2373,481.492,5,0.4062,0.3346,1.2337,801.8572,NA,3,47.55969
"30163","USA",84001469,84000056,1,10,-0.1219,0.3025,-0.9062,-0.912,341.669,NA,NA,NA,NA,633.2059,1,3,87.55307
"30164","USA",84001470,84000087,1,10,-1.1829,1.5706,-0.0073,-1.1553,379.151,8,0.4062,0.3346,-0.3263,678.8576,1,3,64.81152
"30165","USA",84001471,84000060,1,10,-0.1006,0.1031,0.9688,0.6163,431.02,10,0.4062,0.3346,0.3623,508.8072,1,3,27.74698
"30166","USA",84001472,84000050,1,10,0.6764,-1.6741,-0.6653,-2.1025,447.832,7,0.4062,0.3346,-0.2884,669.7581,3,3,41.68296
"30167","USA",84001474,84000121,1,10,0.163,0.051,0.9745,0.4887,436.953,7,0.4062,0.3346,0.1515,619.6011,1,3,26.97426
"30168","USA",84001475,84000136,2,10,-0.5028,0.1031,2.024,1.6849,535.305,8,0.4062,0.3346,-0.5496,876.8064,1,3,48.57174
"30169","USA",84001477,84000052,1,10,-0.5252,0.6566,0.9758,1.103,486.687,7,0.4062,0.3346,-0.0535,727.1103,3,3,68.60323
"30170","USA",84001478,84000049,2,9,-2.4128,-0.508,-0.5434,-0.5519,355.48,9,0.4062,0.3346,-1.0009,754.9125,NA,3,112.7936
"30171","USA",84001483,84000144,1,11,0.5964,0.4252,1.644,0.7605,443.621,7,0.4062,0.3346,-0.1858,756.883,1,3,55.46948
"30172","USA",84001485,84000131,1,10,1.6491,0.4252,0.1891,0.5399,449.101,10,0.4062,0.3346,2.8889,1148.679,3,3,154.3011
"30173","USA",84001486,84000136,1,10,1.6491,0.6387,0.0775,0.4493,519.957,8,0.4062,0.3346,0.3623,984.6091,1,3,48.57174
"30174","USA",84001487,84000102,2,10,1.8372,0.3378,-0.132,0.6245,528.591,4,0.4062,0.3346,-0.1273,948.6838,1,3,47.74022
"30175","USA",84001488,84000019,2,10,0.123,0.6387,-2.0887,-1.693,423.461,3,0.4062,0.3346,0.3623,627.1932,3,3,57.64343
"30176","USA",84001495,84000043,2,10,0.5807,-1.299,0.7159,0.2098,423.906,5,0.4062,0.3346,-1.122,1039.169,NA,3,65.06093
"30177","USA",84001497,84000129,1,10,0.4571,-2.249,1.7786,1.6162,542.635,9,0.4062,0.3346,-0.4437,831.4169,3,3,34.4102
"30178","USA",84001498,84000159,2,10,0.9993,-0.638,1.7161,0.1471,408.751,7,0.4062,0.0115,2.8889,822.0018,2,3,424.8303
"30179","USA",84001500,84000035,1,10,0.9993,-0.3744,0.4484,-0.2613,631.265,8,0.4062,0.3346,0.5824,586.0391,NA,3,52.57737
"30180","USA",84001503,84000079,2,10,0.7652,0.1031,0.4088,0.7488,546.403,8,0.4062,0.3346,-0.6746,880.9258,1,3,57.59606
"30181","USA",84001506,84000044,1,10,-0.1273,0.1931,0.2317,0.5295,520.112,8,0.4062,0.3346,0.3623,936.4965,1,3,64.20559
"30182","USA",84001507,84000116,2,11,-1.3036,1.1606,0.7102,-1.5196,384.919,6,-0.0831,0.3346,0.2237,671.6135,2,3,68.55332
"30183","USA",84001512,84000003,2,11,-0.5067,0.051,0.9229,1.1746,244.589,2,0.4062,0.3346,-2.8028,660.5652,1,3,69.4691
