"","CNT","CNTSTUID","CNTSCHID","ST004D01T","ST001D01T","DISCLIM","ANXMAT","ICTRES","ESCS","PV1MATH","ST259Q01JA","ICTSCH","ICTHOME","ICTQUAL","W_FSTUWT","SCHSEL","SCHLTYPE","W_SCHGRNRABWT"
"1","CAN",12400001,12400376,1,10,0.4522,-0.508,2.251,1.4091,459.635,NA,NA,NA,NA,9.28422,1,3,1
"2","CAN",12400003,12400020,2,10,0.2139,-0.5006,0.0542,-0.5663,449.144,NA,NA,NA,NA,9.71615,1,3,7.91686
"3","CAN",12400004,12400906,2,9,0.1166,0.4252,-0.7461,0.4233,420.024,NA,NA,NA,NA,2.38075,1,3,1.01499
"4","CAN",12400005,12400726,2,9,-0.3382,-1.5486,-0.5513,0.9537,594.706,NA,NA,NA,NA,24.84381,1,3,2.73127
"5","CAN",12400006,12400103,2,10,0.7487,-2.3945,-0.5939,-0.4677,566.216,NA,NA,NA,NA,7.92761,3,3,1
"6","CAN",12400008,12400369,1,10,-0.673,0.7889,-1.1823,-0.3859,428.252,NA,NA,NA,NA,40.60635,2,3,3.41474
"7","CAN",12400009,12400344,2,10,NA,NA,-1.2462,0.1996,391.825,NA,NA,NA,NA,24.9659,NA,3,18.15702
"8","CAN",12400012,12400637,2,10,0.4426,-2.382,0.2442,-0.0061,552.261,NA,NA,NA,NA,35.90968,2,3,4.00625
"9","CAN",12400015,12400557,2,10,-0.322,-0.0394,0.8266,1.1156,559.491,NA,NA,NA,NA,16.23935,2,3,1.26327
"10","CAN",12400016,12400056,2,10,-0.3306,-0.4577,0.0325,0.2707,505.286,NA,NA,NA,NA,22.44081,3,1,3.59738
"11","CAN",12400018,12400081,2,9,-0.963,-0.9877,-0.1723,0.6837,594.874,NA,NA,NA,NA,5.11332,1,3,3.74906
"12","CAN",12400019,12400489,2,10,1.0761,-0.4577,1.474,1.518,530.248,NA,NA,NA,NA,27.85104,1,3,3.26043
"13","CAN",12400022,12400379,2,10,0.3658,1.0508,0.1573,0.16,461.147,NA,NA,NA,NA,2.8676,3,3,1.01209
"14","CAN",12400023,12400182,1,10,0.1085,0.429,1.0248,0.1396,391.451,NA,NA,NA,NA,3.10737,3,3,1
"15","CAN",12400025,12400814,2,10,-0.0691,0.3729,0.6419,1.4292,582.613,NA,NA,NA,NA,26.75832,1,3,2.6777
"16","CAN",12400026,12400436,2,10,NA,NA,0.4341,-0.8593,343.289,NA,NA,NA,NA,3.05532,3,3,1
"17","CAN",12400028,12400498,1,10,-0.0522,0.1932,0.0654,-0.3643,499.295,NA,NA,NA,NA,1.69774,3,3,1.20888
"18","CAN",12400029,12400050,2,10,-0.6793,2.5078,-0.0939,-0.2601,415.347,NA,NA,NA,NA,7.11518,3,3,1
"19","CAN",12400033,12400468,1,10,1.8242,NA,1.0728,NA,484.766,NA,NA,NA,NA,2.79067,1,3,1.01499
"20","CAN",12400035,12400818,2,10,-2.4128,-2.3755,-0.9018,0.3193,388.171,NA,NA,NA,NA,2.79861,2,3,1.32033
"21","CAN",12400036,12400398,2,10,NA,NA,NA,NA,530.619,NA,NA,NA,NA,15.8589,2,2,9.11634
"22","CAN",12400038,12400126,2,10,-0.4983,-0.6243,0.9339,0.2099,526.503,NA,NA,NA,NA,27.57985,1,3,4.92635
"23","CAN",12400039,12400795,1,10,-0.0691,0.905,-0.0597,0.0803,473.345,NA,NA,NA,NA,3.0513,1,3,1.01499
"24","CAN",12400040,12400471,1,10,0.3926,0.1932,0.7333,0.9766,385.543,NA,NA,NA,NA,33.26885,1,3,3.35063
"25","CAN",12400042,12400133,2,10,NA,NA,-0.5039,-0.1788,412.582,NA,NA,NA,NA,12.60894,3,3,1.02029
"26","CAN",12400043,12400567,1,10,-0.3664,-0.6243,0.4133,0.2265,594.771,NA,NA,NA,NA,30.85169,3,3,4.03767
"27","CAN",12400047,12400568,2,10,-0.0611,-0.5006,1.1428,0.2279,504.68,NA,NA,NA,NA,26.49548,2,3,7.62672
"28","CAN",12400049,12400424,1,11,1.7777,1.8354,0.1083,-0.5932,586.923,NA,NA,NA,NA,39.77045,3,3,2.64036
"29","CAN",12400050,12400369,1,10,NA,0.1932,1.7442,0.7724,351.669,NA,NA,NA,NA,40.60635,2,3,3.41474
"30","CAN",12400051,12400164,1,10,-0.6761,0.1932,0.8547,0.4091,570.968,NA,NA,NA,NA,2.78195,1,3,1.13606
"31","CAN",12400052,12400243,1,10,0.9993,-0.1172,0.9517,0.3616,630.339,NA,NA,NA,NA,29.91691,1,3,2.79026
"32","CAN",12400053,12400040,2,10,-0.1254,0.602,-1.1698,-1.403,461.881,NA,NA,NA,NA,5.76353,NA,3,1.02029
"33","CAN",12400054,12400793,1,10,-0.1219,-0.0394,-0.5552,0.4813,569.617,NA,NA,NA,NA,3.74247,1,3,3.74247
"34","CAN",12400056,12400309,2,10,0.4768,-0.9158,0.8435,1.1001,525.863,NA,NA,NA,NA,1.69261,2,3,1.01499
"35","CAN",12400057,12400018,1,9,0.4967,0.051,0.6225,0.6512,472.791,NA,NA,NA,NA,26.57141,2,3,2.81844
"36","CAN",12400059,12400143,2,10,-0.8697,2.6109,-0.8302,-0.3033,453.968,NA,NA,NA,NA,23.71404,1,3,2.12615
"37","CAN",12400062,12400620,1,10,0.4571,1.1287,0.0975,0.2586,367.131,NA,NA,NA,NA,8.48605,1,3,1
"38","CAN",12400066,12400891,1,10,-0.0902,0.905,-0.2035,-0.69,480.092,NA,NA,NA,NA,25.50539,NA,3,2.35846
"39","CAN",12400067,12400672,1,10,0.9993,2.635,0.3027,-0.2665,425.032,NA,NA,NA,NA,2.27635,2,3,1.08377
"40","CAN",12400069,12400524,2,10,NA,NA,NA,NA,428.759,NA,NA,NA,NA,26.36955,1,3,2.44562
"41","CAN",12400070,12400593,1,10,-0.2938,0.051,1.1946,-0.2076,498.819,NA,NA,NA,NA,2.71574,1,3,1.30119
"42","CAN",12400073,12400252,1,10,0.1085,-0.508,0.0573,-0.2282,521.863,NA,NA,NA,NA,5.23941,1,3,1.05289
"43","CAN",12400074,12400304,1,10,-0.8254,0.1031,0.949,1.3359,467.933,NA,NA,NA,NA,1.31496,1,3,1.00673
"44","CAN",12400078,12400014,1,10,0.1201,-2.382,2.041,0.9817,385.65,NA,NA,NA,NA,1.32865,NA,1,1.05289
"45","CAN",12400081,12400677,2,10,0.6764,0.6647,1.3224,1.39,578.244,NA,NA,NA,NA,4.10842,3,3,2.71156
"46","CAN",12400083,12400742,1,10,0.1295,2.5078,-0.4795,-0.6297,457.113,NA,NA,NA,NA,4.44444,1,3,2.66667
"47","CAN",12400086,12400339,2,10,-1.1593,0.3729,0.8132,1.441,586.118,NA,NA,NA,NA,1.35693,1,3,1.01499
"48","CAN",12400087,12400253,2,10,-0.5252,0.1932,1.5407,0.7718,453.927,NA,NA,NA,NA,14.93116,1,3,1.08377
"49","CAN",12400088,12400689,1,10,1.6491,-0.0394,0.6832,1.3146,487.311,NA,NA,NA,NA,3.37336,1,3,1
"50","CAN",12400089,12400273,2,10,-0.3191,-0.7447,0.4164,0.7717,602.855,NA,NA,NA,NA,1.68339,1,3,1.00673
"51","CAN",12400090,12400524,1,10,-1.1901,-0.638,0.2308,-0.9441,319.101,NA,NA,NA,NA,11.15142,1,3,2.44562
"52","CAN",12400091,12400053,1,10,-0.1254,-0.3744,1.0699,1.3578,426.593,NA,NA,NA,NA,2.35478,3,1,1.87047
"53","CAN",12400093,12400028,1,10,1.1855,0.1031,0.766,0.8804,568.929,NA,NA,NA,NA,8.24533,2,3,1.26327
"54","CAN",12400095,12400722,2,10,NA,NA,0.3027,-0.5115,267.103,NA,NA,NA,NA,4.26709,3,3,1
"55","CAN",12400096,12400503,1,9,-0.3586,0.1748,0.4823,1.0097,604.111,NA,NA,NA,NA,26.859,1,3,9.935
"56","CAN",12400101,12400855,2,10,0.757,-0.3744,2.2977,0.6641,503.653,NA,NA,NA,NA,37.89505,2,3,3.42685
"57","CAN",12400102,12400509,1,10,0.6461,-0.755,-0.4736,0.7521,545.519,NA,NA,NA,NA,1.78792,1,3,1.41912
"58","CAN",12400103,12400770,1,10,-1.3807,-1.6826,0.7755,1.2884,634.225,NA,NA,NA,NA,3.0951,1,3,1
"59","CAN",12400104,12400114,2,10,-0.4809,-0.7447,-0.7238,-0.4554,351.915,NA,NA,NA,NA,4.57912,1,3,2.66667
"60","CAN",12400105,12400580,1,10,-0.1254,-0.3744,-0.4554,-0.6976,464.202,NA,NA,NA,NA,2.37516,3,3,1.32162
"61","CAN",12400107,12400091,2,10,-0.3155,0.1931,-1.3439,-0.7559,402.416,NA,NA,NA,NA,7.14533,2,3,1.08377
"62","CAN",12400108,12400531,2,10,-0.6732,-0.1172,0.2573,0.5533,653.596,NA,NA,NA,NA,29.58557,3,3,3.8707
"63","CAN",12400109,12400513,1,10,0.9899,NA,0.0505,-0.0631,583.01,NA,NA,NA,NA,20.45817,1,3,7.16036
"64","CAN",12400112,12400018,1,9,0.1003,1.0508,-0.7415,NA,500.542,NA,NA,NA,NA,26.57141,2,3,2.81844
"65","CAN",12400114,12400722,1,10,-0.5068,0.429,0.4344,0.1045,449.544,NA,NA,NA,NA,3.73002,3,3,1
"66","CAN",12400115,12400553,1,10,-0.5304,1.8028,1.3647,1.595,573.061,NA,NA,NA,NA,14.89064,3,2,1.8073
"67","CAN",12400116,12400852,1,10,NA,NA,-0.6495,0.7522,268.037,NA,NA,NA,NA,1.41564,1,3,1.01499
"68","CAN",12400123,12400633,1,10,1.0345,0.3025,0.3729,-1.3101,535.038,NA,NA,NA,NA,4.41919,1,3,2.66667
"69","CAN",12400125,12400329,2,10,-1.8042,-1.0075,2.1827,1.4029,466.904,NA,NA,NA,NA,25.29157,2,3,6.86404
"70","CAN",12400126,12400841,2,9,NA,-0.5039,-0.9018,NA,482.065,NA,NA,NA,NA,31.77719,3,1,30.39557
"71","CAN",12400127,12400301,1,10,-0.1361,0.3025,0.8077,1.4665,498.323,NA,NA,NA,NA,55.59028,3,3,4.62379
"72","CAN",12400128,12400630,2,10,-0.5562,0.4252,1.1225,1.0471,535.916,NA,NA,NA,NA,5.96707,3,2,4.44792
"73","CAN",12400129,12400358,2,9,-0.9971,0.3729,0.448,-0.0917,397.508,NA,NA,NA,NA,43.52362,1,3,6.71091
"74","CAN",12400131,12400216,1,9,NA,NA,NA,NA,478.752,NA,NA,NA,NA,3.05914,1,3,1.40285
"75","CAN",12400132,12400620,1,10,0.1765,2.6109,1.9071,1.5066,446.732,NA,NA,NA,NA,8.48605,1,3,1
"76","CAN",12400133,12400855,2,10,-0.5067,0.544,1.1171,-0.3316,655.709,NA,NA,NA,NA,37.89505,2,3,3.42685
"77","CAN",12400134,12400806,2,10,-0.9971,-1.5486,1.0766,0.0146,441.068,NA,NA,NA,NA,31.23505,NA,3,1.45358
"78","CAN",12400135,12400525,1,10,-0.1126,-1.6625,0.5132,0.0069,526.697,NA,NA,NA,NA,26.85443,2,3,2.36691
"79","CAN",12400136,12400138,1,9,-0.6954,-0.8811,0.4422,0.7717,415.629,NA,NA,NA,NA,4.27485,3,1,1.26327
"80","CAN",12400137,12400461,2,10,-0.7044,-0.1172,-0.3523,0.0588,517.865,NA,NA,NA,NA,5.27355,1,3,1.01209
"81","CAN",12400138,12400074,1,10,0.3521,-0.9158,0.7575,0.2604,549.662,NA,NA,NA,NA,24.71809,2,3,12.27924
"82","CAN",12400139,12400514,1,10,-0.2931,-0.5006,1.5149,-0.5839,520.352,NA,NA,NA,NA,42.27443,2,3,2.60002
"83","CAN",12400142,12400915,2,10,-0.5502,-2.3945,-1.2028,-0.6816,417.548,NA,NA,NA,NA,8.90647,1,3,7.91686
"84","CAN",12400143,12400011,2,10,-2.4705,0.133,1.5816,-0.6136,320.795,NA,NA,NA,NA,34.47355,1,3,2.82084
"85","CAN",12400144,12400715,2,10,-0.1273,-1.2788,1.7088,-0.1664,399.324,NA,NA,NA,NA,2.97659,3,3,1.01209
"86","CAN",12400145,12400705,2,10,-1.6046,2.5078,-0.1213,-0.4097,408.184,NA,NA,NA,NA,8.26107,3,3,7.91686
"87","CAN",12400146,12400910,1,10,-0.3312,-1.2899,0.1573,0.183,596.003,NA,NA,NA,NA,19.5208,2,3,1.79767
"88","CAN",12400149,12400674,1,10,0.3847,1.4193,0.6185,0.9466,492.142,NA,NA,NA,NA,2.3511,1,3,1.5
"89","CAN",12400152,12400902,2,10,-1.0125,-0.2758,0.9319,0.9781,393.93,NA,NA,NA,NA,7.99622,3,3,1.08377
"90","CAN",12400155,12400806,1,10,-0.3272,0.602,2.5571,1.1138,608.775,NA,NA,NA,NA,33.21964,NA,3,1.45358
"91","CAN",12400156,12400393,2,10,NA,NA,3.1571,0.7258,486.4,NA,NA,NA,NA,3.97856,3,1,3.86155
"92","CAN",12400158,12400479,2,10,-1.5173,2.6109,0.1083,-0.5911,454.13,NA,NA,NA,NA,32.21761,2,3,2.30337
"93","CAN",12400159,12400007,1,10,-0.1254,0.429,0.6281,0.2225,514.946,NA,NA,NA,NA,31.34189,1,3,7.11139
"94","CAN",12400160,12400039,2,10,NA,NA,NA,NA,459.446,NA,NA,NA,NA,1.52168,2,3,1.05909
"95","CAN",12400161,12400677,1,10,0.3494,0.8251,0.6772,0.0647,297.437,NA,NA,NA,NA,3.61389,3,3,2.71156
"96","CAN",12400162,12400248,1,10,-0.0724,-0.638,-0.2543,-0.4903,592.496,NA,NA,NA,NA,14.8496,2,3,9.11634
"97","CAN",12400164,12400908,1,10,0.1003,NA,0.3027,0.0751,360.704,NA,NA,NA,NA,5.99047,2,3,4.44792
"98","CAN",12400165,12400676,2,10,-0.1124,-0.508,2.4498,1.2618,503.837,NA,NA,NA,NA,27.58786,1,3,3.51402
"99","CAN",12400166,12400101,1,10,1.17,0.1931,-0.729,0.2532,513.047,NA,NA,NA,NA,5.01809,2,3,1.01499
"100","CAN",12400167,12400547,1,10,-0.5252,0.5653,1.3131,1.0333,497.795,NA,NA,NA,NA,18.50277,3,3,3.04748
"101","CAN",12400168,12400902,1,10,-0.3155,0.7889,0.0128,-0.684,385.626,NA,NA,NA,NA,7.93253,3,3,1.08377
"102","CAN",12400169,12400916,1,10,-1.3443,-0.755,0.5014,0.3798,565.671,NA,NA,NA,NA,6.15946,3,3,1.02029
"103","CAN",12400170,12400628,1,10,0.1166,-0.1371,1.6676,0.9839,523.7,NA,NA,NA,NA,6.55226,3,3,1.02946
"104","CAN",12400171,12400040,1,10,-1.307,-2.3868,0.6712,0.3568,396.235,NA,NA,NA,NA,6.86135,NA,3,1.02029
"105","CAN",12400172,12400891,2,10,1.189,0.3378,0.1669,-0.9496,503.84,NA,NA,NA,NA,23.03321,NA,3,2.35846
"106","CAN",12400174,12400348,1,10,-0.7086,1.1417,1.3406,0.8817,511.43,NA,NA,NA,NA,20.08984,3,3,2.0971
"107","CAN",12400179,12400820,1,10,1.8286,0.4067,-0.3872,-0.7201,398.751,NA,NA,NA,NA,9.1195,1,3,1
"108","CAN",12400180,12400034,2,10,-0.6966,0.5653,1.0712,-0.765,491.498,NA,NA,NA,NA,34.93927,3,3,2.27382
"109","CAN",12400181,12400770,1,10,0.6868,0.4067,0.1712,0.2267,466.311,NA,NA,NA,NA,3.0951,1,3,1
"110","CAN",12400182,12400676,2,10,-0.5304,0.1931,0.8172,1.1678,537.868,NA,NA,NA,NA,27.58786,1,3,3.51402
"111","CAN",12400185,12400668,1,10,-1.1962,1.9397,0.0772,1.2425,588.937,NA,NA,NA,NA,35.18006,2,3,15.75446
"112","CAN",12400186,12400890,1,10,-0.526,-0.9158,-0.197,0.2079,506.679,NA,NA,NA,NA,6.24166,3,3,1
"113","CAN",12400188,12400341,2,9,0.1997,0.3025,-0.6167,0.188,419.524,NA,NA,NA,NA,37.22457,2,3,2.59739
"114","CAN",12400190,12400155,2,10,-1.2101,0.7889,0.0573,0.1738,479.163,NA,NA,NA,NA,4.78029,3,3,1.26327
"115","CAN",12400191,12400629,1,10,1.0855,-0.8811,0.5462,0.6882,423.909,NA,NA,NA,NA,9.70075,3,3,1.01209
"116","CAN",12400195,12400850,2,10,-0.0903,-1.6625,0.0772,0.6079,382.173,NA,NA,NA,NA,3.47278,2,3,1.02029
"117","CAN",12400196,12400228,1,10,-0.3029,0.6387,1.5459,0.9686,507.162,NA,NA,NA,NA,8.00454,1,3,1.02029
"118","CAN",12400197,12400466,2,9,NA,NA,NA,NA,358.324,NA,NA,NA,NA,5.1912,1,3,1
"119","CAN",12400198,12400486,2,10,-0.6954,-2.3945,0.6928,1.1049,566.766,NA,NA,NA,NA,22.06559,2,3,1.95764
"120","CAN",12400199,12400171,2,10,-2.3913,NA,-0.1713,-0.4716,366.109,NA,NA,NA,NA,30.13706,2,3,3.07345
"121","CAN",12400200,12400015,2,10,-0.9635,-0.3794,0.0533,-0.6293,460.965,NA,NA,NA,NA,24.37322,2,3,6.5165
"122","CAN",12400201,12400394,2,10,-0.1499,-0.4577,0.0019,-0.0832,569.928,NA,NA,NA,NA,26.18949,1,3,4.40003
"123","CAN",12400203,12400727,2,10,-0.6957,-0.2704,-0.785,-0.6714,456.558,NA,NA,NA,NA,2.68575,2,3,1
"124","CAN",12400204,12400341,1,10,1.8242,-0.3794,-0.1723,1.059,473.461,NA,NA,NA,NA,26.11326,2,3,2.59739
"125","CAN",12400205,12400066,1,10,-1.176,-1.2899,0.6013,-0.1806,490.396,NA,NA,NA,NA,4.26575,2,3,1.26327
"126","CAN",12400207,12400486,2,9,-0.8063,-0.9755,0.4905,1.1854,628.245,NA,NA,NA,NA,24.90041,2,3,1.95764
"127","CAN",12400209,12400136,1,10,-0.9727,NA,1.2456,-0.1003,376.317,NA,NA,NA,NA,25.973,1,3,3.82753
"128","CAN",12400210,12400808,1,10,-0.4735,1.9128,1.2002,1.0905,480.789,NA,NA,NA,NA,20.30765,1,3,2.92502
"129","CAN",12400211,12400361,1,10,-0.0504,NA,-1.2462,0.8728,438.731,NA,NA,NA,NA,1.50544,1,3,1
"130","CAN",12400214,12400700,2,10,-0.1126,-0.0423,-0.7585,0.6012,506.51,NA,NA,NA,NA,5.07817,1,3,1.13606
"131","CAN",12400215,12400138,1,10,0.4628,0.4252,1.9689,0.9063,577.011,NA,NA,NA,NA,4.68761,3,1,1.26327
"132","CAN",12400216,12400063,2,9,1.0761,-0.4111,-0.4979,0.9445,610.479,NA,NA,NA,NA,21.40176,3,1,1.92226
"133","CAN",12400217,12400494,1,10,-0.669,1.4193,2.0282,1.8752,518.473,NA,NA,NA,NA,13.45307,2,3,1
"134","CAN",12400219,12400661,2,10,NA,NA,NA,NA,462.672,NA,NA,NA,NA,24.60085,1,3,8.60538
"135","CAN",12400220,12400889,2,10,-0.1354,-0.3744,0.949,1.2933,502.311,NA,NA,NA,NA,29.68627,1,3,4.63787
"136","CAN",12400223,12400505,1,10,0.0968,0.8918,-0.2035,1.002,510.941,NA,NA,NA,NA,5.75123,3,3,1.26327
"137","CAN",12400224,12400427,2,10,0.4768,-0.3744,0.2469,1.0916,539.623,NA,NA,NA,NA,34.05891,NA,3,3.30002
"138","CAN",12400225,12400281,2,10,-2.4469,0.6566,0.881,0.6747,554.367,NA,NA,NA,NA,5.37212,NA,3,1
"139","CAN",12400229,12400392,1,9,-1.8313,-1.6297,-0.595,-0.5167,415.49,NA,NA,NA,NA,21.83387,2,3,5.03038
"140","CAN",12400231,12400004,2,10,-0.3029,0.1031,0.448,-0.6148,456.8,NA,NA,NA,NA,1.77223,NA,3,1
"141","CAN",12400232,12400653,1,9,-0.8697,0.429,1.4365,0.4853,588.369,NA,NA,NA,NA,21.00576,3,2,5.21
"142","CAN",12400234,12400400,2,9,NA,NA,-1.7642,0.3129,349.117,NA,NA,NA,NA,13.3162,1,3,10.54643
"143","CAN",12400235,12400089,1,9,-0.8435,-0.9755,0.6772,0.9034,479.04,NA,NA,NA,NA,41.29354,2,3,5.19555
"144","CAN",12400237,12400886,1,10,NA,NA,NA,NA,382.463,NA,NA,NA,NA,8.98795,1,3,1.08377
"145","CAN",12400239,12400748,2,9,1.0136,1.4193,0.0019,0.6694,428.423,NA,NA,NA,NA,9.12473,3,3,1.02029
"146","CAN",12400240,12400846,2,10,1.1609,1.4533,0.2436,1.0006,472.245,NA,NA,NA,NA,18.36633,2,3,2.25795
"147","CAN",12400241,12400330,1,10,-0.4763,2.6149,-0.3316,0.7441,371.199,NA,NA,NA,NA,17.69387,2,3,4.47655
"148","CAN",12400243,12400817,1,10,0.1295,0.7889,0.7252,-0.3866,415.525,NA,NA,NA,NA,4.98015,2,3,1.01209
"149","CAN",12400244,12400770,2,10,-1.1768,-2.3868,1.429,1.2662,638.256,NA,NA,NA,NA,3.79979,1,3,1
"150","CAN",12400246,12400655,2,10,NA,NA,0.4659,-0.6915,264.606,NA,NA,NA,NA,4.12982,1,3,1.08377
"151","CAN",12400248,12400629,1,10,-0.5247,0.051,0.5856,0.8199,496.476,NA,NA,NA,NA,9.70075,3,3,1.01209
"152","CAN",12400249,12400282,2,10,NA,NA,1.3387,0.241,438.881,NA,NA,NA,NA,30.25177,NA,3,4.11843
"153","CAN",12400252,12400460,2,10,0.2002,-1.6741,0.7602,-0.1934,657.471,NA,NA,NA,NA,1.36698,1,3,1.01499
"154","CAN",12400254,12400551,2,10,1.8286,-0.0394,0.5319,1.0854,552.091,NA,NA,NA,NA,3.19213,2,3,2.46497
"155","CAN",12400255,12400119,2,10,-0.1254,-0.4577,1.1854,-0.0176,552.652,NA,NA,NA,NA,40.65014,3,3,3.00177
"156","CAN",12400256,12400020,2,10,-1.3807,-0.4577,0.6419,0.1817,527.572,NA,NA,NA,NA,9.71615,1,3,7.91686
"157","CAN",12400257,12400726,1,10,1.6526,-0.5191,-0.4231,-0.1342,505.173,NA,NA,NA,NA,19.71846,1,3,2.73127
"158","CAN",12400260,12400821,1,10,-0.3306,2.635,1.8895,1.7429,488.421,NA,NA,NA,NA,2.91228,3,3,1.01209
"159","CAN",12400261,12400394,1,10,-0.808,-0.0423,0.3729,0.9025,631.033,NA,NA,NA,NA,24.31881,1,3,4.40003
"160","CAN",12400263,12400017,2,10,NA,NA,NA,NA,543.229,NA,NA,NA,NA,5.26491,1,3,1
"161","CAN",12400265,12400871,2,10,0.4029,0.1031,0.4871,0.8968,598.687,NA,NA,NA,NA,8.50724,NA,3,1.02029
"162","CAN",12400266,12400218,2,10,-0.4961,1.2587,0.2731,0.6739,719.113,NA,NA,NA,NA,35.19705,2,3,8.23685
"163","CAN",12400267,12400867,2,9,-0.3444,0.7774,2.825,1.1431,425.717,NA,NA,NA,NA,28.2884,1,3,8.45532
"164","CAN",12400269,12400592,1,10,0.0585,-0.0575,-0.2035,1.0751,467.011,NA,NA,NA,NA,25.23174,1,3,13.24666
"165","CAN",12400271,12400370,2,10,-0.6957,-0.7406,0.2921,-0.485,310.092,NA,NA,NA,NA,26.18001,3,3,5.78431
"166","CAN",12400272,12400482,2,9,-0.9964,0.7774,1.0906,1.2399,492.279,NA,NA,NA,NA,6.61182,1,3,3.15397
"167","CAN",12400273,12400119,2,10,-2.4793,2.6109,-1.5723,-0.9431,294.345,NA,NA,NA,NA,40.65014,3,3,3.00177
"168","CAN",12400275,12400671,1,10,1.7678,2.6149,0.2149,0.8778,530.196,NA,NA,NA,NA,9.54086,1,3,1.26327
"169","CAN",12400276,12400795,2,10,-0.1354,1.0112,-0.8805,-0.4452,494.562,NA,NA,NA,NA,2.78597,1,3,1.01499
"170","CAN",12400277,12400386,1,10,0.6868,0.8251,-1.2717,-0.0998,383.436,NA,NA,NA,NA,2.33183,3,1,1.01453
"171","CAN",12400278,12400717,1,10,NA,NA,NA,NA,654.118,NA,NA,NA,NA,20.9625,2,3,1.64896
"172","CAN",12400279,12400359,1,10,-0.3029,0.4067,0.8227,0.5489,412.617,NA,NA,NA,NA,1.84174,2,3,1.16571
"173","CAN",12400282,12400809,1,10,1.1609,-1.6297,0.3596,0.6128,609.855,NA,NA,NA,NA,2.54764,1,3,1.05289
"174","CAN",12400283,12400919,1,9,-0.526,-0.0423,-0.0128,-1.2567,195.118,NA,NA,NA,NA,5.92949,1,3,1
"175","CAN",12400285,12400597,2,10,-0.8699,0.1031,-1.0011,-0.9652,507.63,NA,NA,NA,NA,17.84433,1,3,14.13271
"176","CAN",12400290,12400224,1,10,0.4277,-0.0575,0.2602,0.232,503.022,NA,NA,NA,NA,48.38271,1,3,1.7567
"177","CAN",12400291,12400352,1,10,1.6706,-0.4577,0.3027,0.5908,438.996,NA,NA,NA,NA,6.02543,1,3,1.02029
"178","CAN",12400292,12400292,1,10,0.1166,1.1287,0.4277,-0.1747,431.721,NA,NA,NA,NA,22.92145,1,3,2.19532
"179","CAN",12400295,12400106,1,10,0.1295,0.8251,1.8367,1.1031,357.199,NA,NA,NA,NA,3.54162,1,3,2.46497
"180","CAN",12400296,12400558,2,10,NA,NA,-1.757,-0.2107,246.774,NA,NA,NA,NA,4.55156,3,3,1.01499
"181","CAN",12400298,12400397,2,9,0.1777,-1.6826,-1.2406,-1.7123,460.507,NA,NA,NA,NA,1.71781,NA,3,1.01209
"182","CAN",12400300,12400718,1,10,1.1687,0.6647,-1.0018,-0.4322,505.509,NA,NA,NA,NA,5.4432,2,3,1.02029
"183","CAN",12400301,12400320,1,10,-0.1354,2.5026,0.7602,0.3342,314.646,NA,NA,NA,NA,2.42843,2,3,1.08189
"184","CAN",12400304,12400734,1,10,-0.0968,-0.0394,-1.5166,-1.1159,487.606,NA,NA,NA,NA,5.50802,1,3,1.01209
"185","CAN",12400305,12400560,1,10,0.4029,-0.638,-0.1444,0.998,657.992,NA,NA,NA,NA,30.42736,1,3,2.25342
"186","CAN",12400306,12400877,2,10,NA,NA,-0.8399,-0.0151,593.753,NA,NA,NA,NA,9.71615,1,3,7.91686
"187","CAN",12400307,12400592,2,9,-0.5195,-0.1371,-0.3809,0.0284,590.177,NA,NA,NA,NA,33.75598,1,3,13.24666
"188","CAN",12400308,12400640,1,10,NA,NA,0.0541,-0.012,402.351,NA,NA,NA,NA,1.29586,1,3,1.01499
"189","CAN",12400312,12400230,2,10,-0.8362,0.3729,0.2573,1.1281,481.11,NA,NA,NA,NA,24.2565,2,3,3.21593
"190","CAN",12400316,12400729,2,10,0.3894,0.133,-1.383,0.2057,587.158,NA,NA,NA,NA,19.37874,2,3,2.35148
"191","CAN",12400322,12400713,1,10,-0.8435,-0.2758,1.4765,0.8873,374.078,NA,NA,NA,NA,4.51615,2,3,1.01209
"192","CAN",12400324,12400373,2,10,-0.9635,NA,1.1532,0.8487,442.123,NA,NA,NA,NA,17.87514,2,3,2.42413
"193","CAN",12400325,12400220,1,9,-0.8699,2.5429,0.9462,0.8825,483.529,NA,NA,NA,NA,23.08,3,2,9.56266
"194","CAN",12400326,12400668,2,10,-0.1006,-2.3945,0.6516,-0.1587,544.455,NA,NA,NA,NA,44.11122,2,3,15.75446
"195","CAN",12400327,12400572,1,10,NA,NA,1.5918,0.6322,514.316,NA,NA,NA,NA,4.25281,NA,3,3.74247
"196","CAN",12400328,12400055,2,9,-0.2938,-0.3744,0.4525,0.301,464.471,NA,NA,NA,NA,1.04731,1,3,1.00852
"197","CAN",12400329,12400806,2,10,0.123,0.133,0.077,0.8261,521.569,NA,NA,NA,NA,31.23505,NA,3,1.45358
"198","CAN",12400330,12400202,2,10,-0.3272,2.6109,0.1544,0.9876,549.706,NA,NA,NA,NA,17.48986,3,1,8.9531
"199","CAN",12400331,12400134,1,10,0.1997,-0.5191,0.0863,0.6237,440.073,NA,NA,NA,NA,1.8441,1,3,1.19423
"200","CAN",12400332,12400091,2,10,NA,NA,1.7475,1.1965,501.637,NA,NA,NA,NA,7.14533,2,3,1.08377
