STU_ID,BIPOC,FEMALE,X1TXMTSCOR,X1SES,X1MTHID,X1MTHUTI,X1MTHEFF
15592,0,0,31.7102,-.6212,.6,-.3,.1
15600,1,0,56.7676,.8028, , , 
15606,0,1,47.4534,.0374,1.16,1.31,.1
15608,1,0,50.7952,-.7735,.6, , 
15609,0,1,54.7971,1.3306,-1.13,-.93,-.17
15610,1,0,46.33,-.0096,-.57,.5,-.17
15613,1,0,52.3886,-.197,1.16,1.31,1.62
15614,1,1,42.6295,.0696,.03,-.3,-.3
15615,0,0,67.42,1.814,1.19, , 
15617,0,1,60.5621,1.3874,-.57,-1.33,-.3
15624,0,1,46.8909,-.4257,.03, , 
15626,0,0,33.1518,-1.183,.6,.9,.1
15629,0,0,30.9537,-1.248,.6, , 
15634,1,0,61.2416,.6359,-.57,-.93,.1
15641,0,0,34.6478,-.5628, , , 
15645,0,1,54.3082,.6592,-1.13,-.7,-.75
15648,0,0,52.3812,-.4161,0,.27,-.17
15649,1,1,55.2094,-.2955,1.16,.5,.49
15650,1,1, , , , , 
15651,0,1,60.9746,.6063,-.57,1.31,-.56
15657, ,0, , , , , 
15660,0,0,82.1876,1.2651,.6, ,1.34
15663,1,0,55.4398,.4407,.63,-1.33,.95
15664,0,0,58.5595,-.4843,-1.73,.9,.1
15666,1,0,50.251,.7523,-.57,-.59,-.61
15670,1,1,58.7194,-1.2676,1.19,1.31,.1
15677,1,0,55.8149,-.2004,0,1.31,-.17
15678,1,0,49.3376,-.1449,1.76,-.3,.1
15680,1,1,60.7755,-.5628,1.76,1.31,1.62
15683,0,0,55.0198,.3697,-.57,1.31,-.29
15687,1,0,44.5203,-.3195,.6,1.31,-.56
15693,0,1,44.2891,-.5318,.6,-.7,.1
15694,1,1,60.5966,-.3131,.6,1.31,.1
15697,1,0,61.1845,.2028,.6,.27,-.29
15698,0,1,48.2377,-.1939,.6,1.31,.95
15703,0,0,55.0616,-.1431,1.76,-.7,.66
15708,1,0,31.1272,-.3653,-1.13,-1.9,.1
15712,0,1,47.5586,.7362,-.57,-.93,-1.41
15714,0,0,34.6727,.2723,-1.73, , 
15715,1,0,29.6896,-1.08,1.76, ,1.62
15720,1,0,54.1494,-.6333,-.57,.11,.1
15722,1,1,45.7376,-1.0772,.6,-.7,.55
15725,1,0,42.9194,-.1542,.6,-.13,.1
15727,0,1,47.0511,-.3579,.6,-.3,.1
15730,0,1,55.7877,.0357,.03,-.7,-.17
15735,1,0,58.322,.3848,0,-.3,1.34
15738, ,1, , , , , 
15739,0,1,61.6919,.0299,1.76,.9,1.62
15741,0,0,57.9489,1.3476,.6,.27,-.56
15745,1,0,53.1929,-.601,-1.73,-.3,-.44
15747,0,0,71.4708,.9079,1.76,-.3,1.62
15748,1,0,53.4799,1.5634,1.76,.67,.51
15751,0,0,35.4671,.5042,.6,-.3,.1
15753,0,0,56.544,-.2151,-1.16, , 
15755,0,0,48.6877,.0153,.6,.9,.1
15759,0,0,49.5012,-.4365,-.53,-.7,-2.92
15764,0,1,54.0634,.2357,-.57,-1.33,.1
15767,1,1,56.5727,-.5595,-.57,1.31,.1
15769,1,1,44.8001,.5433,-1.73,-.7,-2.09
15778,0,1,55.0657,-1.0862,.6,-.3,-.17
15785,0,1,52.002,1.9867,-1.73,-1.33,-.97
15786,1,0,61.4794,-.9685,.03,-.3,.63
15797,1,0,53.4071,-.056,.6, , 
15803,1,1,32.3052,-.4203,-.57,-.3,-1.14
15805,1,1,49.8059,-.0071,.63,.9,1.62
15811,0,0,52.7844,-1.4796,0,-.87,.95
15818,0,0,65.4112,.2658,-.57,.9,1.34
15819,0,0,61.4791,.7132,.03,-2.94,.16
15820,0,0,64.971,.983,-.57,.9,.1
15836,0,0,57.2582,.8713,-.6,.67,.38
15848,0,0,53.2641,.3919,1.16,1.31,1.23
15853,1,0,33.1339,-.077,-1.73,-3.51,-.76
15854,1,0,45.3457,-.3797, ,.5, 
15860,0,1,51.7712,.1429,.6,-.7,.1
15861,1,1,39.1567,-1.2203,0,-.3,-.29
15863,1,0,37.1663,.1807,.03,1.31,.1
15866,0,1,43.3064,-.1153,-.57,-.7,-.3
15870,1,0,43.6392,-.5481,-1.13, , 
15882,1,1,51.8465,-.5858,.6,-.3,-.56
15892,0,1,36.924,-.2618,-1.73,-1.5,-.17
15895,0,0,64.0563,.4891,0, , 
15905,1,1,51.3543,-.4382,-1.73,.27,-1.02
15907,1,1,37.6801,-.6665,-1.73,1.31,0
15908,0,1,43.7774,-.8278,-.57,-.3,-.83
15911,1,1,49.4855,-1.43,1.76,-.7,-.29
15913,1,1,65.8989,-.5682,.6,.9,.55
15930,0,0,34.9208,-.2046,.6,.9,.1
15932,1,1,41.0001,-.1573,.03,1.31,-.3
15936,1,1,38.2566,-1.0343,0,1.31,1.34
15937,0,1,72.5836,-.1816,1.19,.9,.77
15942,0,1,64.0583,1.8487,.03,-.7,-.58
15943,1,0,42.5793,.282,1.16,1.31,.1
15944, ,1, , , , , 
15945,0,1,32.7989,-.4729,0,-1.33,-.17
15946,0,0,59.7374,1.6189,.6,1.31,.51
15948,0,1,54.976,-.4046,-.53,-.93,-.83
15952,0,1,39.6596,-.5123,-1.73, , 
15955,0,1,45.2738,-.5981,-.57,.9,-1.02
15962,0,1,26.7104,-.4635,1.19,-.3,.1
15966,1,0,29.9716,-.9781,0,-.93,-.29
15967, ,1, , , , , 
15969,0,0,46.8379,-.3535,.6, , 
15971,0,0,60.339,-.0527,1.19, , 
15972,1,1,55.9796,.5518,.6,-.3,.55
15976, ,0, , , , , 
15979,0,0,49.3302,-.0351,.6,-.3,.1
15984,1,1,57.6841,.8615,1.76,1.31,1.62
15985,1,0,41.2387,.0614,-1.16,-.07,-.58
15988,1,0,48.7979,.1192,0,.9,.27
15991,0,0,63.9803,-.4843,.6,-.7,-1.14
15997,0,1,59.136,.812,-1.73,-.3,-.85
15998,1,0,32.7031,-1.5209,1.76,1.31,1.62
16003,1,1,46.5569,-1.3077,.03, ,.1
16005,1,1,41.4774,-.2987,.63,.67, 
16007,0,1,51.9981,.0961,-1.73,.04,-1.24
16008,0,1,51.5095,.1553,.03,-1.9,-.69
16011,1,0,31.7079,-1.2814,.03,.34,-.3
16012,1,0,50.5424,.319,-.57,-.7,.1
16016,0,1,34.878,-.6867,-1.73,-.87,-1.41
16017, ,1, , , , , 
16023,0,1,39.058,-.9271,-.57,.5,-1.29
16031,1,0,50.7323,-.7751,.6,.67,.1
16033,0,1,49.5928,-.2663,.6,-2.13,.1
16035,0,1,31.3717,-.5945,-.57,-.13,-.61
16041,1,0,49.5302,-.5673,-1.73, , 
16042,1,1,55.2528,-.1976,.6,.27,1.34
16049,1,1,51.1511,-.5966,.03,1.31,-.56
16050,1,1,52.8396,-1.5119,.03,-.7,-.29
16051, ,1, , , , , 
16055,1,1,32.9492,-.7326,-.57,-.3,-.17
16059,1,1,53.3224,1.2607,-.57,-.3,.1
16062,1,1,71.4759,1.1733,1.76,1.31,1.62
16067,0,1,33.1796,.2412,-1.73, , 
16069,0,1,59.5435,-1.43,.6,-.3,1.62
16070,1,1,53.3697,-.6229,.63,.67,.95
16075,0,0,54.8604,-.4834,.6,.27,.51
16081,1,1,70.811,-.7997,1.19,-.7,.1
16085,1,1, , , , , 
16087, ,0, , , , , 
16089,0,0, , , , , 
16091,1,0, , , , , 
16105,0,1,71.5478,.2257,.6,-1.33,-.17
16107,0,0,47.1703,-.2607,.6,-.3,.1
16116, ,0, , , , , 
16117,0,1, , , , , 
16121,0,1, , , , , 
16122,0,0,60.2012,.9862,-1.73,-.13,.1
16124,0,1,52.4514,.9079,1.16,1.31,.55
16131,1,0, , , , , 
16134,0,1,45.9473,-.9072,0,1.31,1.62
16135,0,1,47.6724,1.3586,.6,-.3,.1
16137,1,1,69.6018,.5508,1.76,.9,.94
16148,1,1,53.1295,.1832,.6,-.3,.1
16156, ,1, , , , , 
16166,1,0,35.6162,-.5129,-.57,1.31,1.62
16167,0,0,45.7828,-.3786,0,1.31,.1
16168,1,0,31.8752,-.0289,-.57,.74,-.73
16172,1,1,38.3187,.2025,-.57,-.3,.1
16177,0,1,48.8721,.3498,-.57,-.3,.1
16178,1,1,45.6144,-.1009,.03,.27,.1
16179,1,1,44.8072,-1.1153,1.16,-1.33,.82
16181,0,0,63.634,1.0645,.6,.27,.51
16182,1,1,50.4007,.0775,-.57,-.3,.1
16184,1,1,59.3535,-1.0907,.06,-1.96,1.62
16187,1,1,32.4084,-.271,-1.73,-.93,-1.24
16188,0,1,57.3327,.9209,.6,1.31,.1
16192,0,0,59.1525,1.1937,.6,.9,.94
16196,0,1,59.3387,.4656,.6,.27,.55
16202,0,1,58.105,.4512,-.57,-1.33,-.17
16221,0,0,51.3286,-.2406,-.57,.9,1.62
16222,0,1,50.4411,-.8391,1.19,-.3,.94
16223,0,1,56.3663,1.388,-.57,-1.33,.1
16230,1,0,56.2925,.7226,.6,.27,1.34
16235,1,0,47.5999,-.26,0,.5,.55
16240, ,0, , , , , 
16241,0,0,61.2728,2.4622,.6,.9,1.21
16244,0,0,55.8184,.3216,1.76,.5,1.62
16245,0,1,58.3579,.8489,.6,1.31,1.62
16250,1,0,38.1963,-.8602,-1.73,-.3,-1
16252,0,0,35.5326,.1656,-1.13,-.7,-.56
16259,0,0,53.0099,.6763,.63,1.31,.77
16261,0,0,64.1628,-1.1435,.6,1.31,-.17
16264,0,1,37.2931,-.4197,-.57,-.3,-.58
16269,0,1,31.2791,-.4328,-1.73,1.31,.68
16271,1,0,50.5842,-.007,-1.13,-2.13,-1.29
16273,0,0,62.9075,-.5978,1.76,1.31,1.62
16283,1,1,50.4567,-.8455,0,1.31,.95
16284,0,1,55.2607,.8162,-1.13,-2.94,-1.68
16286,0,0,55.9847,.1072,-.57,.27,.1
16288, ,1, , , , , 
16295,0,1,47.3748,.896,-.57,-.7,.1
16298,1,0,45.9808,-.8602,.6,.9,.77
16300, ,1, , , , , 
16301,0,0,42.7327,-.5236,.06,-1.8,-.78
16310,1,0,43.465,.5999,.6,-.3,.1
16311,0,1,52.9068,1.4303,.6,-.3,.1
16318,1,1,53.3729,.8762,-1.73,-.3,-.56
16320,1,0,52.819,-.1879,.6,-.3,.1
16322,1,1,51.5422,.47,.6,1.31,.95
16324,0,1,46.1992,-.2066,-1.73,.9,.66
16325,0,0,47.0171,.3556,.6,1.31,1.62
16326,1,1,36.5919,-.3575,-.57,-.93,-1.41
16336,0,1,63.6996,-.0103,.03,-.7,.1
16338,0,0,61.3852,.4279,.6,-.36,1.62
16344,0,0,62.3625,1.179,.6,-.13,.1
16345,0,1,50.8805,-.3322,-1.13, ,-1.41
16346,0,1,56.6689,.9598,-1.13,-1.33,-.58
16353,1,0,35.5381,-.5918,-.57,.9,1.62
16354,0,0,52.3906,-.9551,.6,1.31,.95
16356,0,1,37.557,.448,.03, , 
16358,1,1, , , , , 
16370,1,1,67.1296,.0835,.6,-1.33,-.3
16378, ,1, , , , , 
16379,1,1,57.3215,2.1636,1.19,-.13,.1
16384,0,0,60.8231,1.2738,1.76,1.31,1.62
16385,0,0,43.099,-.0261,.03,-.7,-.29
16391,0,0,59.0079,.4446,.6,-.13,1.62
16393,0,1,50.473,-.7751,-.57,.67,1.34
16394,1,1,38.8041,-1.1656,-1.16,.9,.1
16397,0,0,50.8389,.0347,-.57,-1.56,-1.41
16401,0,1,60.819,-.0252,.6,-.3,.1
16403, ,1, , , , , 
16405,0,0,55.8335,.0887,-1.73,-1.33,-1.68
16411,1,0,53.439,-.4809,1.19,1.31,1.62
16413,1,1,62.5008,2.522,1.19,.67,1.34
16420,1,0,44.2946,-1.5501,-.53,-.3,-.61
16422,0,0,46.1384,.7796,-.6,-.7,-.17
16435, ,1, , , , , 
16438,0,1,60.7752,1.4351,-.53,-.93,-.69
16443,1,0,30.1274,-.7259,1.16,1.31,.1
16446,1,0,45.3226,-.0036,-.57,-.3,-.22
16451,0,1,48.5234,.5209,.6,-1.33,-.17
16453,0,1,53.3552,.6823,.6,-.93,.51
16454,0,1,54.1906,1.0455,.6, , 
16455,1,0,74.1827,1.3938,1.76,.5,.94
16457, ,1, , , , , 
16458,0,0,48.3735,.3213,-.57,.27,-.17
16459, ,1, , , , , 
16462,1,1,40.5901,-1.0862,-.57,1.31,.1
16463,0,0,67.2675,1.0269,.6,-.7,.1
16464,1,1,51.9143,.8604,1.76,.9,1.21
16472,0,1,59.8834,.625,.6,-.3,1.62
16488,1,0,66.7208,-1.26,1.76,1.31,.95
16489,1,0,50.4308,-.4002,.6,-.13,.1
16490,0,1,41.8499,-.8455,1.76,1.31,1.62
16493,0,0,60.3066,-.2033,1.76,.9,.51
16505,1,1,46.1332,-.5123,.6,.9,.1
16506,0,0,56.2524,-.2985,.6,-.3,-.58
16507,0,1,38.7777,-.4653,-.57,1.31,-.61
16509,0,1,59.5032,.5207,-.53,-.7,-.3
16512,0,1,58.1964,.2124,.03,.27,-.56
16515,1,1,47.7863,.9667,.03,1.31,-.69
16520,1,1,61.9689,.7474,-.57,1.31,-.29
16523,0,0,57.9652,-.4683,.6,-.3,.1
16533,0,1,60.7794,.6725,.6,-.7,-.97
16535,0,0,57.3742,-.4046,.03,.5,-.17
16538,0,1,49.1905,1.3845,.03,.9,.55
16539,0,0,52.7864,-.1784,1.76,.5,.49
16540,1,0, , , , , 
16543,0,1,51.1861,.4409,.6,.27,.1
16545,1,0,53.3266,.2737,-.57,1.31,-.73
16546,1,0,43.8674,.6019,1.76, , 
16549,0,1,45.9198,-.7751,-.57, , 
16550,0,1,63.0664,.8851,-.57,-.3,1.62
16551,0,0,46.4972,.0324,-1.16,-3.51,-.56
16552,0,0,49.9597,.8796,.03,-.7,.1
16555,1,1,52.2372,-.5434,-1.73,-.3,-1.68
16561,1,0,26.6324,-.0306, ,-2.37,-1.14
16564,1,0,49.7974,-.8433,0,1.31,-.17
16565,1,1,72.0266,1.226,-.57,.34,-.3
16580,1,1,50.6032,-.6333,0,.74,-.56
16587,0,1,52.3697,.276,.63,-.3,-.17
16588,1,1,59.1032,1.0992,-.57,-.3,-.17
16590,1,1,56.0255,.1936,.03,-1.33,-.3
16596,1,0,33.8431,-1.0772,1.16,1.31,1.62
16598,0,0,42.4061,-.4924,-.57,1.31,-.17
16600,0,0,34.311,-.1774,-1.13,-.3,-1.41
16601,1,0,65.5126,.9013,0,-.7,.1
16603,1,0,51.132,-.8993,.56,.5,.1
16604,1,0,71.4685,-.4161,1.16,-.3,1.62
16606,0,1,47.7794,.8572,0,-1.96,-1.41
16609,0,0,25.7746,-.517,-.57, , 
16613,0,1,36.0353,-.005,-.57,1.31,-.34
16614,0,1,53.8483,.2355,-.57,1.31,.1
16617,0,1,52.1539,-.8889,0,.9,-.56
16618,1,0,56.1325,-.1486,-1.16,1.31,.27
16619,0,1,48.8567,.296,1.16,.27,.49
16621,1,0,49.4817,-1.5696,-.57,.27,.1
16635,0,0,59.3575,.9651,0,-1.33,-1.41
16636,1,1,50.7877,.085,-.57,-.3,1.62
16637,1,0,42.9084,-.7717,0,1.31, 
16641,0,1,56.3878,.8273,.6,.9,.1
16644,1,1,53.5255,1.0065,0,-.3,.51
16648,0,1,58.0699,1.1923,-.57,-1.1,1.34
16653,1,0,69.7335,.435,1.76,-1.67,1.34
16655,1,1,48.3108,.2058,0,-.3,.8
16657,1,1,57.4263,.2277,.6,.27,.51
16662,0,1,41.3414,1.0241,.6,1.31,.1
16663,0,1,50.4419,-.8602,-.57,-.13,-2.51
16664,1,1,52.8514,.6195,-.57,.34,-.3
16669,0,1,67.2821,.7819,1.16,.27,1.62
16670,0,1,70.8936,.8066,.6,-.7,-.75
16675,0,0,40.5176,1.1356,-.57,.9,-.17
16680,1,1,51.4017,.0028,-1.13,-2.94,-.58
16682,0,1,30.3734,-.7751,-1.73,-.7,-1.71
16684,0,0,32.6037,-.3561,-.57, , 
16686,1,1,63.546,.8659,.6,.27,-.17
16687,0,1,47.4876,.0149,.03,-1.27,-.44
16689,1,0,59.0018,.2291,-.57, , 
16690,0,1,51.6673,.6275,0,-.3,-.17
16691,0,0,48.4833,.42,-1.16,-.3,.1
16693,1,1, , , , , 
16697,1,0,37.5323,-.9497,.6,-.93, 
16698,0,0,43.8076,.5761,.6,-.3,-1.41
16703,1,1,44.3008,.5031,-1.73,.9,-1.68
16705, ,0, , , , , 
16707,0,0,52.6976,.9702,1.76,.9,1.62
16708,1,0,32.5631,-1.1388,-1.73,-.3,.24
16711,0,0,61.4007,.0153,0,-.7,-.17
16716,0,0,53.0045,.4149,1.19, , 
16720,1,0,37.7917,-.1431,-.57,.67,-.85
16731,0,1,50.6899,.2968,0,-.7,.1
16733,1,1,59.8541,.5648,-1.13,-.13,.22
16735,0,0,45.6584,.7236,-1.13, , 
16737,0,0,42.6431,.0912,-.57,-.3,-1.41
16740,0,1,36.2576,-.1496,.6,-3.51,-2.92
16742, ,1, , , , , 
16745,1,0,48.5436,-.9089,.6,1.31,-.56
16747,0,1,46.539,.7226,.6, , 
16750,1,0,52.0219,-.0095,1.16,.27,1.62
16754,1,0,32.4591,-1.3946,0,-.3,.95
16756,0,0,56.0966,.3772,-.57,1.31,1.34
16764,0,1,43.8884,.1757,-1.73,-.3,-2.92
16767,1,0,52.9281,-1.3213,-1.73, , 
16768,0,1,57.7577,.0149,.6,.27,1.34
16775,1,1,38.459,-.2384,-1.13,.67,-.03
16776,1,0,69.7972,2.5206,1.19,.9,1.62
16778,0,0,59.0938,.2506,.03,.74,.1
16781,0,0,55.9181,-.197,.6,-.3,.1
16782,0,0,40.9402,-.2737,-1.13,-.3,-2.26
16788,0,0,27.7773,-.4257,-1.73, , 
16789,1,0,60.5732,.8987,-.57,-1.33,.82
16790,0,0,49.0941,.0884,.6,-.3,-1.14
16791,0,1,51.3107,-.3007,.03,.9,.1
16793,0,1,30.2311,-.3356,-1.73,1.31,-2.92
16802,0,0,56.5539,.1794,.03,-1.96,-1.19
16804,1,0,38.1322,0, ,1.31,.49
16807,1,1,69.8444,1.1385,1.19,-.07,1.62
16808,1,0,33.1898,-.748,-1.73,-3.51,-.56
16812,0,0,64.5648,1.2627,1.76,-.3,1.62
16813,0,0,31.8429,-.2571,1.16,-1.9,1.62
16814,1,0,32.5196,-.5655,.63, ,-.3
16819,0,1,53.7665,-1.3859,0,-.7,-.17
16820,0,1,41.8583,.7132,-.57,-.7,-.13
16822,1,0, , , , , 
16824,1,0,30.5961,-.6658,-1.73,-.99,1.62
16825,0,1,48.4454,.0529,-.57,-1.33,-1.41
16827,0,0,60.0489,1.7203,.6,-.13,1.62
16828,0,1,51.504,.2751,.6,.9,1.34
16830,0,0,63.0157,-.2616,-.57,-.13,-.3
16831,1,0,42.0262,-.5548,-1.73,-2.37,-2.92
16832,0,1,53.0174,.4239,-1.13,-.93,-1.02
16835,0,0,48.749,-.8429,1.76,.27,1.62
16837,0,1,53.5058,1.1594,-1.13,-1.33,.1
16839,1,1,49.1461,-.4345,.6,1.31,.1
16841,0,1,62.6471,.6871,.6,-1.33,-.58
16843,1,1,42.66,-.8718,.6,.34,.55
16847,1,1,44.1461,-.3312,.03,-.3,-1.02
16857,1,1,37.0517,-.5512,-.57,-.3,-1.41
16866,1,1,43.6968,-.4523,-.57,-.3,-1.68
16868,1,0, , , , , 
16870,1,0,56.4303,.0357,.6,1.31,1.62
16872,1,1,33.0426,-.172,-1.73,-.93,-1.41
16876,1,0,47.7384,-.6665,.6,.11,.1
16881,1,0,33.7762,-.3943,-1.73,-.3,-1.14
16888,0,0,55.3221,.7191,1.76,.9,1.34
16890,1,1, , , , , 
16893,0,1,73.4463,2.3893,.6,-.3,.1
16894,1,0,62.2041,.5756,1.76,-.3,1.62
16896,0,1,51.3601,.3792,-1.13,-.07,.1
16906,1,0,54.8025,.5846,.6,1.31,-.61
16907,1,0,45.7395,-.4712,-.57,1.31,.1
16915,1,0,52.3384,-.4924,.6,.67,.95
16919,1,0, , , , , 
16925,0,1,46.4706,.2619,.6,-1.67,-1.41
16926,0,0,39.9194,-.428,.03,.9,.1
16932,0,1,56.4503,.4359,.6,-.3,-.34
16944,0,1,47.0901,-.0149,-1.73,-1.74,-2.92
16945,1,0,64.9284,1.0438,1.76,.27,1.62
16946,1,0,57.633,.2335,-1.13,1.31,-.13
16947,0,1,64.0641,1.236,0,.9,-.17
16950,1,0,65.126,-.3162,1.19,-2.37,.1
16953,1,1,49.7891,-1.4438,.6,.67,-.17
16957,1,1,62.2739,.1172,-.57,-.3,-.75
16959,0,1,54.3385,-.7331,-1.73,-.87,-1.14
16962,0,0,47.2046,.2826,-1.73,-1.33,.95
16965,0,1,50.1026,-.432,1.16, , 
16966,0,1,62.5742,2.5668,.6,-.93,.1
16967,0,1,69.491,2.5466,.03,-2.3,-2.12
16968,0,1,49.6981,-.3543,1.76, , 
16973,0,0,51.1437,.3487,0,-.3,.1
16982,0,0,38.2718,.6527,.6, , 
16984,0,1,50.8221,-.3372,1.16,1.31,1.34
16995,0,1,34.1597,-.9534,.6,1.31,-.13
16996,0,1,54.8714,-.23,-.57,1.31,-.17
17000,0,1,48.4532,-.1984,.03,-.3,-.17
17007,1,0,64.0604,-.7679,1.19,-.3,.1
17017,0,0,42.5917,-.8837,1.76,1.31,1.62
17020,0,1,46.3301,-.2324,.6,1.31,-.95
17025,0,1,47.719,-.4046,.6,.9,.55
17026,1,0,36.2173,-.8295,-1.73,.9,.55
17027, ,1, , , , , 
17034, ,1, , , , , 
17036,1,0,59.4094,.2958,.6,1.31,1.62
17039,0,1,35.2472,-.6321,-1.73, , 
17045,1,1,53.0343,-.3087,.6,-.3,.94
17055,0,1,49.2933,.7817,1.19,-.93,.1
17056,0,1,65.6941,.334,1.76,.9,.78
17061,1,1,52.4111,-.0464,1.16,.67,1.07
17064,0,0,47.5649,-.5512,-.57,-.3,-.17
17065,0,1,37.7981,-1.0556,-1.16,-.3,-.58
17066,0,1,38.9342,-.363,-1.16,-1.04,-.58
17069,1,1,52.2023,.1448,0,.67,1.62
17074,1,1,37.0857,-.5583,-.57,-.93,.1
17079,0,1,32.912,-.7751,-1.73,-1.9,-2.92
17083,1,1,67.5433,.9523,.6,.9,.1
17094,1,1,64.9754,-1.0419,-.57,.27,-.97
17099,1,0,46.417,-.2775,.6,1.31,.49
17101,1,0,50.2912,.0493,.6,.34,-.17
17102,1,0,58.3404,-.4119,.6,1.31,.1
17103,1,1,49.7032,-1.3184,0,.34,-.17
17106,0,0,50.5825,-.4924,1.16,-.3,-.29
17107,1,0,53.5213,-.9952,.6,-.93,-.17
17111,1,1,48.6891,.6493,-1.73, , 
17113,1,0,39.0733,-.1121,0, , 
17114,1,1, , , , , 
17117,1,0,45.536,-.0686,.6,.9,.77
17118,0,1,43.9106,1.1625,-1.73,-.3,-1.68
17120,1,1,82.1876,1.7983,1.19,-.3,1.62
17126,1,1,57.1726,-1.7157,.6,-.3,.1
17127,1,1,51.7081,-.4682,-.53,.04,.1
17130,1,1,47.664,-.2842,-.57,1.31,-.61
17131,0,0,36.0287,.7027,-1.73, , 
17141,1,0,28.4617,-.7716,-1.13, , 
17145,1,1,64.184,1.2637,.63,.27,1.34
17152,0,1,41.6045,.8682,-.57,.27,.1
17159,1,0,49.4044,-.2878,-1.73,-.3,-.17
17170,0,0,52.581,.5606,.6,1.31,1.62
17174,0,0,28.5607,-.5305,-.53,-1.4,1.62
17175,1,0,51.0325,-.2212,.6,.9,.49
17177,1,0,48.6898,-1.0836,.6,.27,-1
17186,0,1,69.7488,.6768,1.19,-.53,-.52
17192,1,0,57.4522,-.081,.6,1.31,.1
17193,0,0,52.9214,1.0186,.03,-.93,-.34
17197,0,1,33.4981,-.8888,-.57,-1.33,-1.41
17198,1,1,46.1407,.4602,-1.73,-.3,.1
17207,0,0,58.1966,1.1594,1.76,-.36,.55
17209, ,0, , , , , 
17211,0,0,63.1785,.7696,.6,-2.37,1.62
17223,1,0,50.2287,1.02,1.76,1.31,1.62
17224,0,1,54.5782,-.0967,-.57,-.7,-.17
17226,1,0,76.262,.6296,.6,-.7,.1
17227,1,0,48.3258,-.7799,1.76,1.31,1.62
17228,0,0,50.9719,-.4924,.6,-.53,1.62
17229,0,0,43.2042,-.0474,-1.73, , 
17235,1,0,50.9972,1.105,1.19,-.3,.36
17238,0,1,61.2042,1.4439,.03,.5,.1
17249, ,0, , , , , 
17253,0,1,41.3902,-1.1739,-.57,1.31,-1.41
17254,0,0,56.4105,1.2607,1.76,1.31,1.62
17258,0,0,55.0263,-.3194,1.16,1.31,1.62
17269,1,0,47.5864,-.387,1.16,1.31,1.62
17272,1,0,30.4027,.2955,-.57, , 
17274,0,0,36.273,-.1431,-.6, ,1.62
17279,0,1,42.4249,.0949,-.57,-.7,-1.41
17283,0,0,73.2191,1.2984,1.76,-1.1,-.17
17290,1,0,64.6612,-.7437,-.57,-.3,.1
17301,0,1,69.992,.4807,1.76,.9,1.62
17304,0,0,74.6625,1.3025,.03,-1.9,-.85
17305,1,0,57.6419,-1.4268,1.16,1.31,-.17
17309,1,1,44.7944,1.7484,.6,.27,.95
17312,1,1,47.3833,.2108,.03,.11,-.17
17318,1,1,42.5889,-.5434,-.57,1.31,1.34
17320,0,0,62.942,1.4361,.6,-.13,.1
17324,0,0,61.7613,-.0695,.6,-1.9,.1
17330, ,1, , , , , 
17332,1,0,45.9453,.0593,1.16,.5,1.62
17333,1,1,41.0082,-1.1012,0,.34,-1.24
17337,1,1,43.5903,-.977,-1.73,-.93,-1.41
17341,1,0,58.2942,-.4194,.6,.1,.1
17342,1,0,60.08,.5332,1.16,.9,.77
17346,1,0,57.8921,1.1074,.6,-.7,1.62
17347, ,0, , , , , 
17349,1,0,52.0518,-.652,1.76, , 
17350,0,0,51.258,.9997,.6,-.3,.38
17357,0,1,49.7216,-.362,0, , 
17363,1,0,28.7744,-.2226,-.57,-.3,-.17
17364,0,0,39.1278,-.4036,-.57,-1.27,.1
17365,0,0,57.3196,.5636,.6,-.13,.1
17373,0,1,62.0761,.9798,.6,.27,.55
17376,1,1,45.1241,-.4836,-1.73, , 
17378,0,0,62.7376,.9281,0,-.7,.1
17385,0,0,52.5367,-.8837,-.57,-.3,-.56
17390,1,0,47.7542,-1.5696,-.57,-.3,.1
17394,0,1,47.1419,1.085,.6,-.3,1.62
17401,0,0,61.4511,-.2485,-.57,.67,-.17
17403,1,0,42.1311,-.4551,0,.34,.1
17405,1,0,51.7523,-.4004,.6,.67,1.62
17407,1,0,53.8999,-.7751,.6,1.31,1.34
17415,0,0,48.9498,-.6212,.6,-.7,-.61
17416,0,1,45.0341,.6015,-.57, , 
17417,1,1,40.3443,-.5381,-.57, , 
17418,0,0,47.8254,.9617,.6,-.3,.1
17420,0,1,62.6485,-.295,.6,.9,.22
17422,1,1,49.2573,-.7728,-1.13,.27,-1.41
17426,0,0,51.9261,-.3254,1.16,-.7,.1
17429,0,1,49.1475,-.1915,1.19,-.3,-.29
17431,0,1,54.1055,.3474,.6,.27,.1
17432,0,1,37.814,.5964,-.57,.67,-.17
17433,1,0,44.4177,.5756,-1.16,-.87,1.34
17434, ,1, , , , , 
17437,0,0,44.0963,-.0688,-.53,.34,-.75
17447,0,0,48.0058,-.3053,0,-.3,-1.41
17450,1,0,59.7929,-.1436,1.19,-2.3,1.62
17453,1,0,33.5519,-.4388,-1.13,-.3,-.34
17460,0,0,26.5667,-.7751,-.57,-.7,-1.24
17468,1,1,70.0796,-.5784,1.76,.27,1.34
17469,1,1,52.8117,.662,-1.16,.27,.1
17470,0,1,31.8669,.0443,-1.73,-.7,-1.41
17473,1,1,66.3591,1.843,.6,-.3,1.62
17476,0,0,57.8547,.0269,.6,.9,.94
17477,0,0,55.5972,-.5628,-.57,-.3,.1
17478,1,1,49.9538,-.6145,0,-.3,-.56
